# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-05957 | Gaia DR3 2068380555252169088 | 304.6954278300 | 41.2117663700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05958 | Gaia DR3 2061470747452422144 | 304.6994696300 | 39.3713288400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05959 | Gaia DR3 2062292907270135296 | 304.7175792100 | 40.4092368800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05960 | Gaia DR3 2068356370293996032 | 304.7965812200 | 40.9065969000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05961 | Gaia DR3 2062270367281593088 | 304.8010363600 | 40.2155143100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05962 | Gaia DR3 2068355098983258496 | 304.8070268700 | 40.8338230400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05963 | Gaia DR3 2068357194927339136 | 304.8185325200 | 40.9836122100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05964 | Gaia DR3 2068355339501434112 | 304.8265762100 | 40.8846779400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05965 | Gaia DR3 1861197693755754368 | 304.8378215800 | 29.3266975400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05966 | Gaia DR3 2068375504370551040 | 304.8398512600 | 41.0927501600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05967 | Gaia DR3 2068382140097472896 | 304.8478514000 | 41.2939939800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05968 | Gaia DR3 2068375435649926528 | 304.8487589900 | 41.0735918100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05969 | Gaia DR3 2068361760473927680 | 304.8837549600 | 40.9342602700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05970 | Gaia DR3 2068362417607528192 | 304.9708485100 | 41.0233514800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05971 | Gaia DR3 2068359252214146432 | 304.9730278100 | 40.9723108700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05972 | Gaia DR3 2068364101234713216 | 304.9875537400 | 41.0620325700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05973 | Gaia DR3 2068302524293214848 | 304.9898593600 | 40.6761462200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05974 | Gaia DR3 2068364341752887808 | 304.9928500000 | 41.0878216800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05975 | Gaia DR3 2068296648778051200 | 305.0052422600 | 40.5296171400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05976 | Gaia DR3 2068364822789228800 | 305.0067437900 | 41.1187532900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05977 | Gaia DR3 2068360699620579584 | 305.0257991300 | 40.9948717100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05978 | Gaia DR3 2068282874812831104 | 305.0272672000 | 40.3748229600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05979 | Gaia DR3 2068361489894578816 | 305.0406446000 | 41.0627317400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05980 | Gaia DR3 2068359771907618688 | 305.0480717400 | 40.9426938500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05981 | Gaia DR3 2068389355642433792 | 305.0529072800 | 41.2095930400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05982 | Gaia DR3 2068361176359565312 | 305.0777875600 | 41.0295807900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05983 | Gaia DR3 2068388973388069504 | 305.0837264600 | 41.2169327000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05984 | Gaia DR3 2068298164897085952 | 305.0962936200 | 40.5811605400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05985 | Gaia DR3 2068384850219379968 | 305.1034950600 | 41.0870392500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05986 | Gaia DR3 2061288086781964160 | 305.1094539400 | 38.6767141200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05987 | Gaia DR3 2061382266818921088 | 305.1267286800 | 38.7205054500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05988 | Gaia DR3 2068360252943946624 | 305.1284526600 | 41.0105722000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05989 | Gaia DR3 2068309705470098560 | 305.1302930400 | 40.8248970100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05990 | Gaia DR3 2068383716346842240 | 305.1582819100 | 41.0372287700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05991 | Gaia DR3 2068385331254637440 | 305.1605945600 | 41.1310369600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05992 | Gaia DR3 2068284897738453376 | 305.1839835200 | 40.4730960700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05993 | Gaia DR3 2061494726248132608 | 305.2099856700 | 39.7120721300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05994 | Gaia DR3 2068282320758076288 | 305.2185975500 | 40.4738766400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05995 | Bernhard-1 / ZTF J202055.22+381323.1 | 305.2300305989 | 38.2230802542 | author_vetted_or_explicit | no | no | yes | zhu2022 (2022); fores2025 (2025)
DIP-05996 | Gaia DR3 2061017095825326080 | 305.2642808300 | 37.8618452100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05997 | Gaia DR3 2061196694176669056 | 305.2812881600 | 38.8128525900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05998 | Gaia DR3 2068386946164538112 | 305.2846676800 | 41.2554403700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05999 | Gaia DR3 2068336059389709440 | 305.3040955100 | 41.0202816100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06000 | Gaia DR3 1804952485662604800 | 305.3089000000 | 14.3281000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06001 | Gaia DR3 2068294106148625152 | 305.3867237600 | 40.6961433400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06002 | Gaia DR3 2068489308120024192 | 305.5002409800 | 41.4402861100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06003 | Gaia DR3 2068346470392484480 | 305.5413819900 | 41.2718899100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06004 | Gaia DR3 2068323621167835008 | 305.6435243200 | 40.9294927100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06005 | Gaia DR3 2068529646453150080 | 305.7523707100 | 41.9960737700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06006 | Gaia DR3 2084762011499281408 | 305.7541330100 | 49.1259231500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06007 | Gaia DR3 2057884067496876672 | 305.8437735000 | 36.7973149000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06008 | Gaia DR3 2068537652272186112 | 305.8972925700 | 42.1403952300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06009 | Gaia DR3 2067491260799824768 | 305.9216739400 | 40.1932000400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06010 | Gaia DR3 2061216412364861056 | 306.0091012900 | 38.9902460100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06011 | J202402+383938 | 306.0094117125 | 38.6605497830 | author_vetted_or_explicit | yes | no | yes | fores2025 (2025); johantgen2025 (2025)
DIP-06012 | Gaia DR3 2068931895914160768 | 306.0303406600 | 42.5977530000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06013 | Gaia DR3 2068434671840628608 | 306.0364565600 | 41.4822262800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06014 | Gaia DR3 2068537098219005952 | 306.0520005300 | 42.2374092000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06015 | Gaia DR3 2068535831206016768 | 306.0614643400 | 42.1635310100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06016 | Gaia DR3 2061141611213944960 | 306.0758969000 | 38.5088259100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06017 | Gaia DR3 2068918319515775104 | 306.0845186600 | 42.4432793700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06018 | Gaia DR3 2068535964346979456 | 306.0979563400 | 42.1737694100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06019 | Gaia DR3 2061142027832243072 | 306.1007970000 | 38.5357852800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06020 | Gaia DR3 2068488547913873920 | 306.1055140300 | 42.1272657800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06021 | Gaia DR3 2068918972350968832 | 306.1056357500 | 42.5167161400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06022 | Gaia DR3 2061168446171040256 | 306.1100835200 | 38.9242168500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06023 | Gaia DR3 2068536209163136256 | 306.1222884000 | 42.2186448300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06024 | Gaia DR3 2061140992738632576 | 306.1339227800 | 38.4980063800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06025 | Gaia DR3 2061217889833643520 | 306.1447236000 | 39.0558184600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06026 | Gaia DR3 2061141993472500096 | 306.1524546500 | 38.5491671600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06027 | Gaia DR3 2068914986628825728 | 306.1716288300 | 42.4262114900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06028 | Gaia DR3 2061169172025624064 | 306.1964156300 | 38.9486750900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06029 | Gaia DR3 2068864271646986624 | 306.1967665800 | 42.1963220100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06030 | Gaia DR3 2061170340256731136 | 306.2028471500 | 38.9831957800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06031 | Gaia DR3 2068928597381769600 | 306.2313704700 | 42.7511056800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06032 | Gaia DR3 2067176078920961536 | 306.3039834900 | 39.1156976900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06033 | Gaia DR3 2067280223288301184 | 306.3129330800 | 39.8077812800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06034 | Gaia DR3 2067233494043798400 | 306.3917188700 | 39.4218162500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06035 | Gaia DR3 2067235589987842944 | 306.4372595900 | 39.5057570700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06036 | Gaia DR3 2067235624347578624 | 306.4547257200 | 39.5043145000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06037 | Gaia DR3 2067289431698259712 | 306.5134037800 | 40.0300028400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06038 | Gaia DR3 2067686802073100160 | 306.5722180600 | 41.2643487900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06039 | Gaia DR3 2067287507552902528 | 306.6163066300 | 39.9977626500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06040 | Gaia DR3 2057701136251644160 | 306.6402265100 | 36.7591481000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06041 | Gaia DR3 1862110906882967552 | 306.6495000000 | 31.6711000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06042 | Gaia DR3 2067286609900748672 | 306.6774813000 | 39.9901445900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06043 | Gaia DR3 2067155050756628992 | 306.6879190800 | 38.8490550500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06044 | Gaia DR3 2067381202259606912 | 306.7163830900 | 40.0625517500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06045 | Gaia DR3 2067168554138152576 | 306.7643624600 | 39.1727166200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06046 | J202717.24+375628.3 | 306.8218333333 | 37.9411944444 | author_vetted_or_explicit | yes | no | yes | schmidt2019 (2019)
DIP-06047 | Gaia DR3 2057826381796196224 | 306.9277733200 | 37.3945333000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06048 | Gaia DR3 2067315918759678080 | 307.0427199800 | 39.8443591300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06049 | Gaia DR3 2067421093916525312 | 307.0661185600 | 40.5956720200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06050 | Gaia DR3 2064185750891800448 | 307.0931788600 | 39.0731543100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06051 | ZTF18aaxumkq | 307.1039500000 | 39.5200440000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06052 | Gaia DR3 2067373097660350080 | 307.1287736800 | 40.1367207100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06053 | ZTF18aawbljy | 307.1310360000 | 39.8889150000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06054 | Gaia DR3 2243805646895387776 | 307.2545949200 | 63.9314339300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06055 | Gaia DR3 2067327635427643136 | 307.2758340700 | 40.1542278500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06056 | Gaia DR3 2067293795382608384 | 307.2875935300 | 39.5279817800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06057 | Gaia DR3 2064164099957780736 | 307.3172768300 | 38.8204690800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06058 | Gaia DR3 2067350862610846464 | 307.4228782300 | 40.2242434700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06059 | Gaia DR3 2064067381592621568 | 307.5095300900 | 38.2707057300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06060 | Gaia DR3 2243494622545075328 | 307.5324891100 | 63.3312557000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06061 | Gaia DR3 2064276391878590976 | 307.7852219000 | 39.3318801400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06062 | Gaia DR3 2064276391876713088 | 307.7855394300 | 39.3313163800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06063 | Gaia DR3 2067345197553205504 | 307.7960398700 | 40.3462441000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06064 | Gaia DR3 2071457023144930560 | 307.8873434600 | 46.5787896000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06065 | Gaia DR3 2067742975951606144 | 307.9135677700 | 40.7089459100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06066 | Gaia DR3 2067746141339717120 | 307.9198000000 | 40.7660000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06067 | Gaia DR3 2067715350715218688 | 308.0027720700 | 40.2727342500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06068 | Gaia DR3 2067715350715219072 | 308.0095577300 | 40.2747653600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06069 | Gaia DR3 2067715728674516992 | 308.0112200100 | 40.2844386800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06070 | Gaia DR3 2067715732971799552 | 308.0209557500 | 40.2877308000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06071 | Gaia DR3 2064713340374920832 | 308.0334285300 | 40.2946518800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06072 | Gaia DR3 2067717657117151232 | 308.0348275500 | 40.3716468300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06073 | Gaia DR3 2064713340374505088 | 308.0383450100 | 40.2941983300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06074 | Gaia DR3 2064711519308233600 | 308.0665632800 | 40.1731492400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06075 | J203219.51+273942.7 | 308.0812916667 | 27.6618611111 | author_vetted_or_explicit | yes | no | yes | schmidt2019 (2019)
DIP-06076 | Gaia DR3 2064714684701640832 | 308.0817459000 | 40.3034106400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06077 | Gaia DR3 2064714680404287104 | 308.0854478200 | 40.2987210000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06078 | Gaia DR3 2064713134216063616 | 308.0921248400 | 40.2761064200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06079 | Gaia DR3 2067731671591079680 | 308.0954821200 | 40.6807172400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06080 | Gaia DR3 2067717927696602112 | 308.0977390700 | 40.3874295800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06081 | Gaia DR3 2067729438209084416 | 308.1004776000 | 40.6627781400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06082 | Gaia DR3 2064713894427689728 | 308.1222892300 | 40.2941240100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06083 | Gaia DR3 2067727617141902208 | 308.1494220300 | 40.6202265400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06084 | Gaia DR3 2067728342995089664 | 308.2252927500 | 40.7038681800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06085 | Gaia DR3 2064714233727326848 | 308.2268302300 | 40.3303930500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06086 | Gaia DR3 2064710870770660352 | 308.2293370300 | 40.2714297200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06087 | Gaia DR3 2056525827040733696 | 308.2509494800 | 35.2317208900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06088 | Gaia DR3 2067832379986786944 | 308.2767441000 | 41.4004516400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06089 | Gaia DR3 2064716093450914816 | 308.2948014000 | 40.2922153900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06090 | Gaia DR3 1863427194100813440 | 308.3088064500 | 32.1801986200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06091 | Gaia DR3 1863428637209809536 | 308.4081664900 | 32.2640692100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06092 | Gaia DR3 2064703139829523200 | 308.4391886100 | 40.2034289500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06093 | Gaia DR3 2067762560997286912 | 308.5394855900 | 41.0007471000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06094 | Gaia DR3 2069693101553521280 | 308.5812300100 | 42.9380909900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06095 | Gaia DR3 2067856333019823104 | 308.6768639300 | 41.0785464900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06096 | ZTF17aaadxzy | 308.7632450000 | 40.2261520000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06097 | Gaia DR3 1864016601045841408 | 308.8228000000 | 33.4283000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06098 | Gaia DR3 2064660048421242112 | 308.8991876900 | 40.0447549200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06099 | Gaia DR3 2064672731460689920 | 308.9040562000 | 40.1445341200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06100 | Gaia DR3 2064660495097650048 | 308.9234746100 | 40.0726514600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06101 | Gaia DR3 2069489313944542208 | 309.0069067800 | 42.6294477600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06102 | Gaia DR3 2069478417611190144 | 309.0682774800 | 42.4611537100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06103 | Gaia DR3 2246967876695385728 | 309.0828580300 | 67.9421306300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06104 | ZTF18aayoykc | 309.2007960000 | 45.3409900000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06105 | Gaia DR3 2064425032106686208 | 309.2227287500 | 39.5774650400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06106 | Gaia DR3 2069425572332846976 | 309.2363962100 | 42.2552973700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06107 | Gaia DR3 2187077783271872640 | 309.3429347500 | 56.4027046700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06108 | Gaia DR3 2069896064528764288 | 309.4267718700 | 44.5073307100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06109 | J203754.32+542954.0 | 309.4763333333 | 54.4983333333 | author_vetted_or_explicit | yes | no | yes | schmidt2019 (2019)
DIP-06110 | Gaia DR3 2069460241309682560 | 309.5297189300 | 42.6070350100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06111 | Gaia DR3 2063137156096982784 | 309.5969003300 | 38.0626163700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06112 | Gaia DR3 2184043028103241984 | 309.6067662900 | 55.8004495000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06113 | Gaia DR3 2066412605532015616 | 309.6179480700 | 42.1035511900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06114 | Gaia DR3 2187225671883864576 | 309.7297948900 | 57.0736719500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06115 | ZTF17aaawcqd | 309.8029960000 | 42.3484960000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06116 | Gaia DR3 2187259000830601216 | 310.0138512000 | 57.3987297400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06117 | Gaia DR3 2066440604422959232 | 310.0606461100 | 42.3087243800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06118 | Gaia DR3 2064482064976621952 | 310.1684134800 | 39.6500220900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06119 | Gaia DR3 2187257660800949120 | 310.1787249400 | 57.3780943700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06120 | Gaia DR3 2064488181009323392 | 310.1942088100 | 39.7208249100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06121 | TIC 343412488 | 310.2563000000 | 65.2853000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-06122 | Gaia DR3 2187242576875690240 | 310.2997054500 | 57.2304376100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06123 | Gaia DR3 2187265009488409216 | 310.3566487200 | 57.5698462900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06124 | Gaia DR3 2063735775762434176 | 310.3625761400 | 39.6249716700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06125 | Gaia DR3 2184209917648641792 | 310.3706351700 | 56.9322562200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06126 | Gaia DR3 2064489830276802688 | 310.3797611200 | 39.8166473900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06127 | Gaia DR3 2063734298293668608 | 310.4834619700 | 39.6612528500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06128 | Gaia DR3 2063733881675652992 | 310.4848913800 | 39.6161161100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06129 | Gaia DR3 2193333489038265984 | 310.5149215600 | 58.0606503700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06130 | Gaia DR3 2066528019893607808 | 310.5353241400 | 42.4580245300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06131 | Gaia DR3 2184175450530854528 | 310.5415951600 | 56.2649554900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06132 | Gaia DR3 2063765084619773056 | 310.5772714200 | 39.9565981400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06133 | Gaia DR3 2063757903434275200 | 310.6401565700 | 39.7547918300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06134 | Gaia DR3 2183780111687323904 | 310.6687215600 | 55.1790408100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06135 | TIC 343564048 | 310.7671730800 | 64.3211102500 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022); mas2026 (2026)
DIP-06136 | Gaia DR3 2184235618733371648 | 310.7732454900 | 57.1282326300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06137 | Gaia DR3 2167618252833503104 | 310.9581151200 | 48.5394107900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06138 | Gaia DR3 2184113057545938432 | 310.9602912200 | 56.1556304900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06139 | Gaia DR3 2063756907002078208 | 310.9611403000 | 40.0191118700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06140 | Gaia DR3 2066255645952698240 | 310.9861994300 | 41.6850748400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06141 | Gaia DR3 2066255886470920320 | 310.9881003900 | 41.7173587000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06142 | Gaia DR3 2184131543085294464 | 311.0232435200 | 56.2708390700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06143 | Gaia DR3 2066238642178770688 | 311.0821462800 | 41.4957657100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06144 | Gaia DR3 2184164322276082048 | 311.1232729200 | 56.6973237700 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06145 | Gaia DR3 2168271294020636800 | 311.1466000000 | 49.9830000000 | author_vetted_or_explicit | yes | no | yes | tzanidakis2025 (2025)
DIP-06146 | Gaia DR3 2066190641624229888 | 311.1649634800 | 41.4332584000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06147 | ZTF17aabopmo | 311.2598330000 | 43.0890560000 | automated_catalog | yes | yes | yes | zhang2024 (2024)
DIP-06148 | Gaia DR3 2184222046636929024 | 311.3409462800 | 56.9791140000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06149 | Gaia DR3 2066077907322609280 | 311.3583289600 | 41.1378560700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06150 | Gaia DR3 2066077598084959616 | 311.3720664600 | 41.1061641500 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06151 | Gaia DR3 2066077696865919360 | 311.3833949900 | 41.1252076100 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06152 | Gaia DR3 2166333812789618816 | 311.4432989500 | 45.9689991300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-06153 | Gaia DR3 2194103460713508096 | 311.4726132200 | 59.9034918600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-06154 | Gaia DR3 2067096433048935936 | 311.7018959600 | 44.1872799700 | automated_primary | yes | yes | yes | mas2026 (2026)
