event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2015-BLG-0153,BLG01T1619,,1943,clear,,,17:52:59.64,-31:49:13.5,268.2485,-31.8204166667,7218.2,42.09,,1.0,,19.67,,,,OB150350  MB15200,,
KMT-2015-BLG-0154,BLG01T1718,,0874,clear,,,17:52:48.55,-31:50:07.8,268.2022916667,-31.8355,7155.1,9.99,,1.0,,18.87,,,,OB150940,,
KMT-2015-BLG-0155,BLG01T1906,,3358,clear,,,17:52:36.67,-32:08:18.0,268.1527916667,-32.1383333333,7234.6,56.12,,1.0,,20.74,,,,OB151206,,
KMT-2015-BLG-0156,BLG01T2040,,2201,clear,,,17:52:28.01,-31:15:46.6,268.1167083333,-31.2629444444,7113.8,4.21,,1.0,,20.29,,,,OB150534,,
KMT-2015-BLG-0157,BLG01T2139,,0206,clear,,,17:52:20.43,-31:17:41.9,268.085125,-31.2949722222,7267.0,17.76,,1.0,,15.1,,,,MB15079,,
KMT-2015-BLG-0158,BLG01T2324,,1463,clear,,,17:52:04.25,-31:40:42.9,268.0177083333,-31.6785833333,7225.0,9.99,,1.0,,19.87,,,,OB151631,,
KMT-2015-BLG-0159,BLG01T2407,,1958,clear,,,17:52:03.00,-32:06:04.3,268.0125,-32.1011944444,7093.7,31.57,,0.0,,19.9,,,,OB150285,,
KMT-2015-BLG-0160,BLG01T2412,,0089,clear,,,17:51:58.44,-31:59:22.2,267.9935,-31.9895,7163.0,7.49,,1.0,,16.21,,,,,,
KMT-2015-BLG-0161,BLG01T2525,,1210,clear,,,17:51:52.12,-31:39:30.8,267.9671666667,-31.6585555556,7320.3,17.76,,1.0,,19.96,,,,OB152117,,
KMT-2015-BLG-0162,BLG01T2706,,0234,clear,,,17:51:37.89,-32:07:28.1,267.907875,-32.1244722222,7261.1,17.76,,1.0,,17.57,,,,OB151816,,
KMT-2015-BLG-0163,BLG01T2716,,0708,clear,,,17:51:35.44,-31:53:15.9,267.8976666667,-31.88775,7164.6,5.62,,1.0,,19.21,,,,,,
KMT-2015-BLG-0164,BLG01T2805,,0563,clear,,,17:51:29.37,-32:09:13.1,267.872375,-32.1536388889,7185.1,9.99,,1.0,,18.43,,,,OB151096  MB15257,,
KMT-2015-BLG-0165,BLG01T2809,,0169,clear,,,17:51:33.25,-32:03:25.2,267.8885416667,-32.057,7125.7,13.32,,0.0,,16.95,,,,OB150400,,
KMT-2015-BLG-0166,BLG01T3210,,0244,clear,,,17:51:01.93,-32:01:29.5,267.7580416667,-32.0248611111,7181.4,5.62,,1.0,,17.78,,,,,,
KMT-2015-BLG-0167,BLG01T3709,,0311,clear,,,17:50:28.82,-32:03:26.5,267.6200833333,-32.0573611111,7135.8,31.57,,1.0,,19.53,,,,OB150509,,
KMT-2015-BLG-0168,BLG01T3907,,0373,clear,,,17:50:11.52,-32:06:13.1,267.548,-32.1036388889,7278.1,4.21,,1.0,,19.84,,,,OB152007,,
KMT-2015-BLG-0169,BLG02K0110,,0524,clear,,,17:54:42.93,-28:45:08.5,268.678875,-28.7523611111,7097.2,5.62,,0.0,,17.61,,,,OB150257,,
KMT-2015-BLG-0170,BLG02K0203,,0191,clear,,,17:54:37.46,-28:56:34.9,268.6560833333,-28.9430277778,7297.6,23.68,,1.0,,16.21,,,,OB151828  MB15512,,
KMT-2015-BLG-0171,BLG02K0212,,0776,clear,,,17:54:36.31,-28:42:08.2,268.6512916667,-28.7022777778,7213.7,17.76,,1.0,,18.38,,,,OB151383,,
KMT-2015-BLG-0172,BLG02K0501,,3745,clear,,,17:54:13.95,-28:59:48.7,268.558125,-28.9968611111,7257.6,3.16,,1.0,,19.72,,,,OB151855  MB15464,,
KMT-2015-BLG-0173,BLG02K0510,,0768,clear,,,17:54:16.51,-28:46:12.0,268.5687916667,-28.77,7072.8,5.62,,1.0,,18.73,,,,OB150057,,
KMT-2015-BLG-0174,BLG02K0526,,0489,clear,,,17:54:15.27,-28:21:00.8,268.563625,-28.3502222222,7218.7,23.68,,1.0,,18.04,,,,OB151341,,
KMT-2015-BLG-0175,BLG02K0630,,0118,clear,,,17:54:11.09,-28:15:47.5,268.5462083333,-28.2631944444,7054.7,13.32,,0.0,,16.45,,,,OB150004,,
KMT-2015-BLG-0176,BLG02K0711,,0414,clear,,,17:54:02.41,-28:44:15.5,268.5100416667,-28.7376388889,7075.6,7.49,,1.0,,16.97,,,,OB150003,,
KMT-2015-BLG-0177,BLG02K0818,,0476,clear,,,17:53:59.17,-28:33:38.1,268.4965416667,-28.5605833333,7248.9,5.62,,1.0,,17.67,,,,OB151783,,
KMT-2015-BLG-0178,BLG02K0919,,0323,clear,,,17:53:52.55,-28:32:02.6,268.4689583333,-28.5340555556,7163.4,23.68,,1.0,,17.22,,,,OB150388  MB15174,,
KMT-2015-BLG-0179,BLG02K1102,,1769,clear,,,17:53:37.36,-28:57:25.6,268.4056666667,-28.9571111111,7276.7,4.21,,1.0,,19.09,,,,OB151966,,
KMT-2015-BLG-0180,BLG02K1231,,0118,clear,,,17:53:30.55,-28:14:07.0,268.3772916667,-28.2352777778,7301.6,9.99,,1.0,,16.2,,,,,,
KMT-2015-BLG-0181,BLG02K1335,,0489,clear,,,17:53:25.80,-28:07:35.7,268.3575,-28.1265833333,7272.9,17.76,,1.0,,18.63,,,,OB151618,,
KMT-2015-BLG-0182,BLG02K1717,,0663,clear,,,17:52:55.14,-28:35:20.9,268.22975,-28.5891388889,7271.6,9.99,,1.0,,18.73,,,,OB151885,,
KMT-2015-BLG-0183,BLG02K1808,,0573,clear,,,17:52:49.26,-28:49:16.5,268.20525,-28.82125,7125.0,17.76,,1.0,,18.13,,,,OB150245  MB15093,,
KMT-2015-BLG-0184,BLG02K1826,,0518,clear,,,17:52:46.40,-28:21:40.6,268.1933333333,-28.3612777778,7165.6,13.32,,1.0,,17.84,,,,OB150987,,
KMT-2015-BLG-0185,BLG02K1908,,0793,clear,,,17:52:42.06,-28:49:06.2,268.17525,-28.8183888889,7069.9,2.37,,1.0,,18.98,,,,OB150058  MB15028,,
KMT-2015-BLG-0186,BLG02K1918,,0491,clear,,,17:52:38.16,-28:33:07.5,268.159,-28.5520833333,7223.5,1.0,,1.0,,18.39,,,,OB151670/1673  MB15379,,
KMT-2015-BLG-0187,BLG02K2609,,0422,clear,,,17:51:50.44,-28:46:46.9,267.9601666667,-28.7796944444,7305.3,7.49,,1.0,,18.07,,,,OB152055  MB15553,,
KMT-2015-BLG-0188,BLG02K2830,,0569,clear,,,17:51:38.85,-28:15:50.2,267.911875,-28.2639444444,7140.5,7.49,,1.0,,19.03,,,,,,
KMT-2015-BLG-0189,BLG02K3021,,0400,clear,,,17:51:24.00,-28:29:28.9,267.85,-28.4913611111,7143.3,4.21,,1.0,,18.21,,,,OB150489,,
KMT-2015-BLG-0190,BLG02K3024,,0305,clear,,,17:51:25.06,-28:23:51.9,267.8544166667,-28.39775,7189.6,4.21,,1.0,,17.66,,,,OB151329,,
KMT-2015-BLG-0191,BLG02K3603,,0132,clear,,,17:50:44.09,-28:56:41.2,267.6837083333,-28.9447777778,7272.6,31.57,,1.0,,17.74,,,,,,
KMT-2015-BLG-0192,BLG02K3921,,0226,clear,,,17:50:25.21,-28:28:33.3,267.6050416667,-28.4759166667,7134.6,13.32,,0.0,,18.4,,,,,,
KMT-2015-BLG-0193,BLG02M0123,,2167,clear,,,17:59:34.69,-28:25:51.1,269.8945416667,-28.4308611111,7131.9,23.68,,1.0,,19.19,,,,,,
KMT-2015-BLG-0194,BLG02M0132,,2802,clear,,,17:59:35.42,-28:11:33.2,269.8975833333,-28.1925555556,7267.4,2.37,,1.0,,19.58,,,,OB151982,,
KMT-2015-BLG-0195,BLG02M0138,,0906,clear,,,17:59:32.79,-28:03:57.9,269.886625,-28.0660833333,7121.3,13.32,,0.0,,18.81,,,,OB150590,,
KMT-2015-BLG-0196,BLG02M0213,,2805,clear,,,17:59:30.57,-28:41:06.9,269.877375,-28.68525,7262.5,1.0,,1.0,,19.33,,,,OB151879  MB15475,,
KMT-2015-BLG-0197,BLG02M0220,,2824,clear,,,17:59:25.30,-28:29:43.2,269.8554166667,-28.4953333333,7130.1,13.32,,1.0,,19.57,,,,OB150392  MB15161,,
KMT-2015-BLG-0198,BLG02M0222,,0833,clear,,,17:59:28.52,-28:26:28.1,269.8688333333,-28.4411388889,7160.5,17.76,,1.0,,18.23,,,,OB150737  MB15197,,
KMT-2015-BLG-0199,BLG02M0321,,1486,clear,,,17:59:19.23,-28:28:17.5,269.830125,-28.4715277778,7237.9,7.49,,1.0,,18.5,,,,,,
KMT-2015-BLG-0200,BLG02M0321,,2138,clear,,,17:59:20.27,-28:29:02.0,269.8344583333,-28.4838888889,7297.8,4.21,,1.0,,18.9,,,,,,
KMT-2015-BLG-0201,BLG02M0326,,3862,clear,,,17:59:19.03,-28:20:42.6,269.8292916667,-28.3451666667,7093.9,1.78,,1.0,,20.08,,,,,,
KMT-2015-BLG-0202,BLG02M0334,,0882,clear,,,17:59:18.39,-28:09:19.1,269.826625,-28.1553055556,7115.9,5.62,,1.0,,18.68,,,,,,
KMT-2015-BLG-0203,BLG02M0407,,0076,clear,,,17:59:13.76,-28:49:50.1,269.8073333333,-28.8305833333,7288.4,42.09,,1.0,,15.05,,,,OB151516  MB15319,,
KMT-2015-BLG-0204,BLG02M0436,,2221,clear,,,17:59:13.19,-28:06:43.6,269.8049583333,-28.1121111111,7081.1,1.0,,1.0,,20.02,,,,OB150314,,
KMT-2015-BLG-0205,BLG02M0512,,2075,clear,,,17:59:05.75,-28:42:20.7,269.7739583333,-28.70575,7255.4,7.49,,1.0,,18.99,,,,OB151796,,
KMT-2015-BLG-0206,BLG02M0604,,2522,clear,,,17:59:04.37,-28:54:09.8,269.7682083333,-28.9027222222,7235.4,7.49,,1.0,,18.81,,,,,,
KMT-2015-BLG-0207,BLG02M0710,,0189,clear,,,17:58:52.47,-28:45:27.4,269.718625,-28.7576111111,7281.9,1.33,,1.0,,15.95,,,,OB152044,,
KMT-2015-BLG-0208,BLG02M0734,,0769,clear,,,17:58:52.25,-28:08:37.6,269.7177083333,-28.1437777778,7096.2,1.33,,1.0,,18.79,,,,,,
KMT-2015-BLG-0209,BLG02M0806,,0731,clear,,,17:58:47.78,-28:51:02.4,269.6990833333,-28.8506666667,7134.6,5.62,,1.0,,17.51,,,,OB150724,,
KMT-2015-BLG-0210,BLG02M0917,,0532,clear,,,17:58:41.12,-28:34:35.8,269.6713333333,-28.5766111111,7316.6,13.32,,1.0,,17.82,,,,OB152105,,
KMT-2015-BLG-0211,BLG02M0939,,0187,clear,,,17:58:39.02,-28:01:54.1,269.6625833333,-28.0316944444,7082.9,4.21,,1.0,,16.73,,,,OB150051  MB15045,,
KMT-2015-BLG-0212,BLG02M1119,,3178,clear,,,17:58:29.01,-28:32:12.3,269.620875,-28.53675,7224.6,1.33,,1.0,,19.82,,,,OB151623  MB15381,,
KMT-2015-BLG-0213,BLG02M1225,,0382,clear,,,17:58:21.48,-28:22:51.5,269.5895,-28.3809722222,7101.7,3.16,,1.0,,17.22,,,,OB150393,,
KMT-2015-BLG-0214,BLG02M1226,,0876,clear,,,17:58:21.72,-28:20:16.5,269.5905,-28.3379166667,7143.4,1.0,,1.0,,18.03,,,,OB150854,,
KMT-2015-BLG-0215,BLG02M1409,,0187,clear,,,17:58:08.90,-28:46:08.7,269.5370833333,-28.7690833333,7194.6,5.62,,1.0,,16.19,,,,OB151256  MB15266,,
KMT-2015-BLG-0216,BLG02M1711,,1293,clear,,,17:57:47.72,-28:44:12.2,269.4488333333,-28.7367222222,7092.0,2.37,,1.0,,18.36,,,,OB150248,,
KMT-2015-BLG-0217,BLG02M1734,,0132,clear,,,17:57:41.10,-28:08:36.3,269.42125,-28.1434166667,7183.4,13.32,,1.0,,16.17,,,,OB150772,,
KMT-2015-BLG-0218,BLG02M1734,,1891,clear,,,17:57:41.23,-28:08:35.4,269.4217916667,-28.1431666667,7181.7,9.99,,0.0,,19.33,,,,OB150772,,
KMT-2015-BLG-0219,BLG02M1832,,1927,clear,,,17:57:38.88,-28:12:10.1,269.412,-28.2028055556,7080.2,2.37,,0.0,,19.25,,,,OB150076,,
KMT-2015-BLG-0220,BLG02M1905,,4590,clear,,,17:57:32.95,-28:52:55.0,269.3872916667,-28.8819444444,7282.3,4.21,,0.0,,20.45,,,,OB151975,,
KMT-2015-BLG-0221,BLG02M2106,,3366,clear,,,17:57:17.79,-28:51:13.4,269.324125,-28.8537222222,7161.8,9.99,,1.0,,19.49,,,,OB150950,,
KMT-2015-BLG-0222,BLG02M2202,,0109,clear,,,17:57:09.84,-28:57:39.9,269.291,-28.9610833333,7209.5,31.57,,1.0,,15.48,,,,OB150965  MB15217,,
KMT-2015-BLG-0223,BLG02M2228,,3881,clear,,,17:57:12.43,-28:17:31.7,269.3017916667,-28.2921388889,7214.5,13.32,,1.0,,20.27,,,,,,
KMT-2015-BLG-0224,BLG02M2328,,0162,clear,,,17:57:01.62,-28:17:29.6,269.25675,-28.2915555556,7259.3,1.33,,0.0,,16.34,,,,OB151871,,
KMT-2015-BLG-0225,BLG02M2418,,0745,clear,,,17:57:00.24,-28:32:43.4,269.251,-28.5453888889,7207.7,5.62,,1.0,,18.46,,,,OB151495,,
KMT-2015-BLG-0226,BLG02M2422,,0378,clear,,,17:56:55.11,-28:26:47.0,269.229625,-28.4463888889,7232.7,2.37,,1.0,,17.2,,,,OB151625  MB15399,,
KMT-2015-BLG-0227,BLG02M2515,,0566,clear,,,17:56:51.54,-28:37:25.5,269.21475,-28.62375,7225.6,17.76,,1.0,,18.02,,,,OB151595,,
KMT-2015-BLG-0228,BLG02M2526,,0918,clear,,,17:56:52.71,-28:20:28.3,269.219625,-28.3411944444,7093.4,5.62,,1.0,,18.04,,,,OB150322,,
KMT-2015-BLG-0229,BLG02M2635,,2243,clear,,,17:56:39.78,-28:06:55.3,269.16575,-28.1153611111,7241.6,4.21,,1.0,,19.64,,,,OB151728,,
KMT-2015-BLG-0230,BLG02M2702,,1396,clear,,,17:56:39.70,-28:58:11.6,269.1654166667,-28.9698888889,7262.9,7.49,,1.0,,19.4,,,,OB151893,,
KMT-2015-BLG-0231,BLG02M2713,,3045,clear,,,17:56:33.94,-28:41:18.4,269.1414166667,-28.6884444444,7181.9,0.56,,1.0,,19.63,,,,OB151298,,
KMT-2015-BLG-0232,BLG02M2911,,1866,clear,,,17:56:22.23,-28:43:29.4,269.092625,-28.7248333333,7158.6,3.16,,1.0,,18.9,,,,OB151000/1063,,
KMT-2015-BLG-0233,BLG02M2918,,2344,clear,,,17:56:21.43,-28:33:02.4,269.0892916667,-28.5506666667,7299.8,2.37,,1.0,,19.14,,,,,,
KMT-2015-BLG-0234,BLG02M2922,,2612,clear,,,17:56:23.28,-28:26:51.0,269.097,-28.4475,7227.3,1.78,,1.0,,19.53,,,,OB151722,,
KMT-2015-BLG-0235,BLG02M2930,,3721,clear,,,17:56:22.90,-28:15:11.6,269.0954166667,-28.2532222222,7109.6,4.21,,0.0,,20.49,,,,,,
KMT-2015-BLG-0236,BLG02M3010,,1455,clear,,,17:56:14.05,-28:45:45.5,269.0585416667,-28.7626388889,7113.1,7.49,,1.0,,18.84,,,,OB150283  MB15112,,
KMT-2015-BLG-0237,BLG02M3104,,2005,clear,,,17:56:06.13,-28:54:58.5,269.0255416667,-28.91625,7139.0,13.32,,1.0,,19.2,,,,MB15160,,
KMT-2015-BLG-0238,BLG02M3115,,1785,clear,,,17:56:05.89,-28:37:35.8,269.0245416667,-28.6266111111,7184.1,17.76,,1.0,,19.18,,,,OB151167,,
KMT-2015-BLG-0239,BLG02M3125,,0404,clear,,,17:56:11.59,-28:22:37.9,269.0482916667,-28.3771944444,7149.1,1.78,,1.0,,17.86,,,,OB150905,,
KMT-2015-BLG-0240,BLG02M3132,,0120,clear,,,17:56:07.84,-28:12:14.5,269.0326666667,-28.2040277778,7081.9,9.99,,1.0,,16.27,,,,OB150291/0315,,
KMT-2015-BLG-0241,BLG02M3304,,0208,clear,,,17:55:52.03,-28:55:04.3,268.9667916667,-28.9178611111,7296.6,17.76,,1.0,,16.01,,,,MB15524,,
KMT-2015-BLG-0242,BLG02M3306,,1648,clear,,,17:55:56.70,-28:50:51.9,268.98625,-28.84775,7213.7,1.78,,1.0,,18.99,,,,OB151535  MB15327,,
KMT-2015-BLG-0243,BLG02M3306,,1917,clear,,,17:55:56.58,-28:51:13.7,268.98575,-28.8538055556,7170.5,7.49,,1.0,,19.3,,,,OB150968,,
KMT-2015-BLG-0244,BLG02M3819,,0063,clear,,,17:55:22.86,-28:30:52.7,268.84525,-28.5146388889,7113.1,17.76,,0.0,,15.97,,,,OB150299  MB15107,,
KMT-2015-BLG-0245,BLG02M3905,,0303,clear,,,17:55:13.30,-28:53:08.8,268.8054166667,-28.8857777778,7286.1,3.16,,0.0,,16.85,,,,MB15494,,
KMT-2015-BLG-0246,BLG02M3933,,0612,clear,,,17:55:14.99,-28:10:51.3,268.8124583333,-28.1809166667,7257.9,7.49,,1.0,,18.66,,,,OB151789  MB15469,,
KMT-2015-BLG-0247,BLG02N0114,,0241,clear,,,17:59:41.01,-29:45:57.1,269.920875,-29.7658611111,7154.6,17.76,,1.0,,16.66,,,,OB150526,,
KMT-2015-BLG-0248,BLG02N0235,,2095,clear,,,17:59:27.59,-29:14:15.2,269.8649583333,-29.2375555556,7115.6,7.49,,1.0,,18.89,,,,OB150462,,
KMT-2015-BLG-0249,BLG02N0320,,0311,clear,,,17:59:22.95,-29:37:26.3,269.845625,-29.6239722222,7179.7,2.37,,1.0,,17.25,,,,OB151254,,
KMT-2015-BLG-0250,BLG02N0336,,3426,clear,,,17:59:21.65,-29:13:14.2,269.8402083333,-29.2206111111,7170.5,7.49,,1.0,,19.38,,,,,,
KMT-2015-BLG-0251,BLG02N0440,,0930,clear,,,17:59:15.61,-29:06:00.4,269.8150416667,-29.1001111111,7255.7,4.21,,0.0,,18.02,,,,,,
KMT-2015-BLG-0252,BLG02N0501,,0269,clear,,,17:59:07.12,-30:05:42.7,269.7796666667,-30.0951944444,7088.1,7.49,,1.0,,17.08,,,,,,
KMT-2015-BLG-0253,BLG02N0511,,1897,clear,,,17:59:09.22,-29:50:55.3,269.7884166667,-29.8486944444,7103.3,1.33,,1.0,,18.88,,,,OB150451,,
KMT-2015-BLG-0254,BLG02N0522,,2457,clear,,,17:59:12.82,-29:33:27.2,269.8034166667,-29.5575555556,7278.7,3.16,,0.0,,19.59,,,,OB151892  MB15507,,
KMT-2015-BLG-0255,BLG02N0624,,1378,clear,,,17:59:04.09,-29:30:41.8,269.7670416667,-29.5116111111,7083.3,1.78,,1.0,,19.07,,,,OB150212,,
KMT-2015-BLG-0256,BLG02N0631,,1126,clear,,,17:59:05.93,-29:20:58.9,269.7747083333,-29.3496944444,7134.6,5.62,,1.0,,17.96,,,,OB150700,,
KMT-2015-BLG-0257,BLG02N0633,,3011,clear,,,17:59:03.54,-29:17:11.2,269.76475,-29.2864444444,7313.4,23.68,,1.0,,19.17,,,,MB15557,,
KMT-2015-BLG-0258,BLG02N0634,,2576,clear,,,17:59:02.22,-29:16:04.8,269.75925,-29.268,7198.4,9.99,,1.0,,18.93,,,,OB151345  MB15304,,
KMT-2015-BLG-0259,BLG02N0726,,2197,clear,,,17:58:58.43,-29:27:51.4,269.7434583333,-29.4642777778,7284.2,1.33,,1.0,,19.43,,,,,,
KMT-2015-BLG-0260,BLG02N0811,,2628,clear,,,17:58:52.91,-29:50:18.5,269.7204583333,-29.8384722222,7134.3,3.16,,1.0,,19.17,,,,OB150740  MB15151,,
KMT-2015-BLG-0261,BLG02N0840,,2821,clear,,,17:58:47.93,-29:06:27.2,269.6997083333,-29.1075555556,7191.7,9.99,,1.0,,19.17,,,,OB151347,,
KMT-2015-BLG-0262,BLG02N0913,,3136,clear,,,17:58:42.10,-29:47:06.7,269.6754166667,-29.7851944444,7139.7,23.68,,1.0,,19.48,,,,OB150527  MB15162,,
KMT-2015-BLG-0263,BLG02N0914,,0862,clear,,,17:58:42.09,-29:47:05.7,269.675375,-29.7849166667,7139.7,23.68,,1.0,,18.16,,,,OB150527  MB15162,,
KMT-2015-BLG-0264,BLG02N0930,,0979,clear,,,17:58:41.66,-29:22:32.9,269.6735833333,-29.3758055556,7101.1,4.21,,1.0,,18.34,,,,OB150438,,
KMT-2015-BLG-0265,BLG02N1011,,0746,clear,,,17:58:37.09,-29:51:21.6,269.6545416667,-29.856,7141.9,4.21,,1.0,,17.89,,,,OB150773  MB15176,,
KMT-2015-BLG-0266,BLG02N1037,,2163,clear,,,17:58:34.11,-29:11:04.8,269.642125,-29.1846666667,7192.3,13.32,,1.0,,18.87,,,,OB151165  MB15303,,
KMT-2015-BLG-0267,BLG02N1122,,1987,clear,,,17:58:28.08,-29:35:00.7,269.617,-29.5835277778,7174.5,13.32,,0.0,,18.84,,,,OB151213,,
KMT-2015-BLG-0268,BLG02N1224,,0117,clear,,,17:58:21.71,-29:31:14.7,269.5904583333,-29.52075,7186.8,4.21,,1.0,,15.69,,,,,,
KMT-2015-BLG-0269,BLG02N1235,,0780,clear,,,17:58:22.03,-29:14:42.5,269.5917916667,-29.2451388889,7054.7,13.32,,1.0,,17.94,,,,OB150052  MB15022,,
KMT-2015-BLG-0270,BLG02N1313,,1790,clear,,,17:58:15.73,-29:47:44.1,269.5655416667,-29.7955833333,7152.9,2.37,,1.0,,18.94,,,,OB150855  MB15207,,
KMT-2015-BLG-0271,BLG02N1332,,0117,clear,,,17:58:15.62,-29:18:54.4,269.5650833333,-29.3151111111,7302.5,17.76,,1.0,,15.71,,,,OB152025  MB15534,,
KMT-2015-BLG-0272,BLG02N1401,,0271,clear,,,17:58:10.98,-30:06:14.7,269.54575,-30.1040833333,7118.1,7.49,,1.0,,17.54,,,,OB150466,,
KMT-2015-BLG-0273,BLG02N1428,,1888,clear,,,17:58:09.91,-29:25:22.7,269.5412916667,-29.4229722222,7281.1,13.32,,1.0,,19.06,,,,,,
KMT-2015-BLG-0274,BLG02N1431,,2215,clear,,,17:58:11.14,-29:21:24.4,269.5464166667,-29.3567777778,7171.4,4.21,,1.0,,19.4,,,,,,
KMT-2015-BLG-0275,BLG02N1617,,2715,clear,,,17:57:56.46,-29:41:52.0,269.48525,-29.6977777778,7104.6,5.62,,1.0,,19.28,,,,,,
KMT-2015-BLG-0276,BLG02N1635,,0911,clear,,,17:57:55.48,-29:14:20.3,269.4811666667,-29.2389722222,7321.3,23.68,,1.0,,17.84,,,,MB15574,,
KMT-2015-BLG-0277,BLG02N1813,,0642,clear,,,17:57:42.89,-29:47:20.9,269.4287083333,-29.7891388889,7102.5,4.21,,1.0,,18.22,,,,,,
KMT-2015-BLG-0278,BLG02N1820,,2307,clear,,,17:57:38.97,-29:37:43.8,269.412375,-29.6288333333,7147.9,13.32,,1.0,,19.23,,,,OB150676,,
KMT-2015-BLG-0279,BLG02N1826,,3982,clear,,,17:57:39.64,-29:27:41.8,269.4151666667,-29.4616111111,7290.1,5.62,,1.0,,20.25,,,,,,
KMT-2015-BLG-0280,BLG02N1839,,0721,clear,,,17:57:41.28,-29:08:04.2,269.422,-29.1345,7125.7,13.32,,1.0,,18.23,,,,OB150563,,
KMT-2015-BLG-0281,BLG02N1913,,0926,clear,,,17:57:33.80,-29:48:28.2,269.3908333333,-29.8078333333,7096.9,4.21,,1.0,,18.45,,,,,,
KMT-2015-BLG-0282,BLG02N1923,,0259,clear,,,17:57:33.64,-29:32:21.1,269.3901666667,-29.5391944444,7063.5,13.32,,0.0,,16.99,,,,MB15008,,
KMT-2015-BLG-0283,BLG02N2022,,0576,clear,,,17:57:28.94,-29:34:15.3,269.3705833333,-29.5709166667,7266.0,23.68,,1.0,,17.92,,,,,,
KMT-2015-BLG-0284,BLG02N2104,,3625,clear,,,17:57:22.04,-30:01:12.9,269.3418333333,-30.02025,7171.0,2.37,,1.0,,20.11,,,,OB151183,,
KMT-2015-BLG-0285,BLG02N2114,,0698,clear,,,17:57:22.63,-29:46:47.4,269.3442916667,-29.7798333333,7314.7,31.57,,1.0,,17.8,,,,OB151929,,
KMT-2015-BLG-0286,BLG02N2130,,1800,clear,,,17:57:21.39,-29:22:12.4,269.339125,-29.3701111111,7247.2,4.21,,1.0,,19.48,,,,OB151794,,
KMT-2015-BLG-0287,BLG02N2134,,0453,clear,,,17:57:16.94,-29:16:29.5,269.3205833333,-29.2748611111,7320.3,17.76,,1.0,,16.52,,,,OB151930  MB15543,,
KMT-2015-BLG-0288,BLG02N2134,,3193,clear,,,17:57:16.99,-29:16:31.1,269.3207916667,-29.2753055556,7320.3,17.76,,1.0,,19.68,,,,OB151930  MB15543,,
KMT-2015-BLG-0289,BLG02N2209,,2066,clear,,,17:57:11.05,-29:53:57.1,269.2960416667,-29.8991944444,7245.6,13.32,,1.0,,19.75,,,,,,
KMT-2015-BLG-0290,BLG02N2214,,0773,clear,,,17:57:15.56,-29:47:19.2,269.3148333333,-29.7886666667,7130.9,5.62,,1.0,,18.29,,,,OB150645  MB15142,,
KMT-2015-BLG-0291,BLG02N2215,,1660,clear,,,17:57:14.84,-29:45:37.4,269.3118333333,-29.7603888889,7165.1,9.99,,1.0,,18.93,,,,OB150914,,
KMT-2015-BLG-0292,BLG02N2218,,2825,clear,,,17:57:12.67,-29:40:37.8,269.3027916667,-29.6771666667,7181.4,5.62,,1.0,,19.82,,,,MB15258,,
KMT-2015-BLG-0293,BLG02N2218,,3192,clear,,,17:57:12.63,-29:40:28.7,269.302625,-29.6746388889,7207.7,5.62,,1.0,,20.05,,,,,,
KMT-2015-BLG-0294,BLG02N2224,,4167,clear,,,17:57:12.62,-29:31:00.2,269.3025833333,-29.5167222222,7128.0,7.49,,0.0,,20.28,,,,,,
KMT-2015-BLG-0295,BLG02N2327,,1170,clear,,,17:57:03.72,-29:27:34.6,269.2655,-29.4596111111,7204.2,42.09,,1.0,,18.93,,,,OB151291,,
KMT-2015-BLG-0296,BLG02N2336,,1235,clear,,,17:57:07.85,-29:13:42.0,269.2827083333,-29.2283333333,7230.3,2.37,,1.0,,19.25,,,,OB151748,,
KMT-2015-BLG-0297,BLG02N2415,,2613,clear,,,17:56:57.14,-29:45:04.6,269.2380833333,-29.7512777778,7289.7,23.68,,1.0,,19.67,,,,,,
KMT-2015-BLG-0298,BLG02N2510,,0692,clear,,,17:56:52.19,-29:52:34.5,269.2174583333,-29.87625,7321.3,23.68,,1.0,,18.69,,,,OB151897,,
KMT-2015-BLG-0299,BLG02N2525,,2225,clear,,,17:56:53.81,-29:29:21.1,269.2242083333,-29.4891944444,7257.9,7.49,,1.0,,19.26,,,,OB151814,,
KMT-2015-BLG-0300,BLG02N2525,,2596,clear,,,17:56:53.85,-29:29:22.2,269.224375,-29.4895,7167.7,1.33,,0.0,,19.44,,,,OB151814,,
KMT-2015-BLG-0301,BLG02N2606,,4294,clear,,,17:56:43.75,-29:59:19.8,269.1822916667,-29.9888333333,7153.1,4.21,,1.0,,20.6,,,,,,
KMT-2015-BLG-0302,BLG02N2607,,0678,clear,,,17:56:43.91,-29:57:02.8,269.1829583333,-29.9507777778,7206.0,3.16,,1.0,,17.86,,,,OB151460,,
KMT-2015-BLG-0303,BLG02N2615,,1122,clear,,,17:56:44.22,-29:45:23.4,269.18425,-29.7565,7318.3,9.99,,1.0,,18.85,,,,OB152113,,
KMT-2015-BLG-0304,BLG02N2618,,3183,clear,,,17:56:42.30,-29:40:51.8,269.17625,-29.6810555556,7101.7,3.16,,1.0,,19.78,,,,OB150394  MB15075,,
